OG	Kingdom	Description	0505-0101	R1W5
COG0024	Bacteria	Methionine aminopeptidase	488.76274156100044	403.04426130546216
COG0361	Bacteria	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex	420.54506118515786	501.26639553837356
COG0257	Bacteria	Belongs to the bacterial ribosomal protein bL36 family	148.11611258519832	253.04654754037946
COG0099	Bacteria	Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits	343.72208655572217	314.2408749161782
COG0100	Bacteria	Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome	380.9221060936861	298.4039959206196
COG0202	Bacteria	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	473.988544353309	366.2906821286789
COG0203	Bacteria	50S ribosomal protein L17	357.85384469106117	318.29379736773643
COG0457	Bacteria	Tetratricopeptide repeat	2655.058024175108	2897.7061404317924
COG0148	Bacteria	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	447.0777332119192	369.42288257029696
33AXS	Bacteria	Domain of unknown function (DUF4907)	22.0888715015111	0
COG3055	Bacteria	Kelch repeat type 1-containing protein	68.10583891203156	29.617048970452874
2Z90P	Bacteria	Domain of unknown function (DUF4270)	22.0888715015111	29.17932856731598
COG2067	Bacteria	COG NOG24984 non supervised orthologous group	205.514670825163	171.85405238042327
COG3279	Bacteria	LytTr DNA-binding domain	3372.476667906444	1656.7312314684266
COG2972	Bacteria	Histidine kinase	1406.5451121670797	1684.640378458582
COG2197	Bacteria	response regulator	602.3137693495019	590.8993042883909
3351D	Bacteria	Protein of unknown function (DUF3791)	22.0888715015111	0
COG0335	Bacteria	This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site	362.06410299750024	229.07354322835528
339XG	Bacteria	Domain of unknown function (DUF4249)	43.77616740531452	15.675482757545943
COG4771	Bacteria	TonB-dependent receptor plug domain	1237.269971917406	1992.795160378797
COG0079	Bacteria	Aminotransferase	443.7961335409114	759.5695366414496
COG1595	Bacteria	Sigma-70, region 4	2229.9280039599985	3535.290631690433
COG3712	Bacteria	Domain of unknown function (DUF4974)	642.886954076816	355.219645761399
COG0446	Bacteria	SusD family	1029.7117130400943	922.9822507692701
COG3537	Bacteria	Glycosyl hydrolase family 92	470.2832224122027	503.34289301499655
30WI8	Bacteria	-	22.0888715015111	6.410938780648049
COG0204	Bacteria	Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family	991.6509551438162	763.1541497405207
2Z7NG	Bacteria	Capsule assembly protein Wzi	23.877110434971403	21.250423151765496
COG2267	Bacteria	Alpha/beta hydrolase family	721.5218134329639	697.7842802528749
COG1672	Bacteria	ATPase domain predominantly from Archaea	589.0338878857739	646.0875067718339
COG1435	Bacteria	SusD family	534.5187040619453	532.9601629873603
COG3119	Bacteria	Arylsulfatase	570.3931762585663	1026.5160487744017
COG3147	Bacteria	Sporulation and cell division repeat protein	85.7350220040964	62.250534272424204
COG4877	Bacteria	Arc-like DNA binding domain	96.94212120075463	172.71811911258823
COG0330	Bacteria	prohibitin homologues	777.9446096001375	525.2762116777994
COG1524	Bacteria	phosphodiesterase	557.5690530219753	74.1795686830296
COG1082	Bacteria	Xylose isomerase-like TIM barrel	953.767667433091	1211.7073368148308
339N6	Bacteria	Winged helix-turn-helix domain (DUF2582)	22.0888715015111	73.57961704072045
COG1884	Bacteria	Methylmalonyl-CoA mutase	83.22357124849997	180.17220684664701
COG5146	Bacteria	Pantothenate kinase	29.11272830878004	19.41464922939913
COG1198	Bacteria	Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA	402.0544451010179	409.5054650601438
COG0394	Bacteria	Belongs to the low molecular weight phosphotyrosine protein phosphatase family	319.86569709184874	511.34002735385343
COG2026	Bacteria	Psort location Cytoplasmic, score 8.96	201.4402246435765	38.37254463047387
2ZTRQ	Bacteria	-	55.36438822555953	7.758060144317202
COG2356	Bacteria	endonuclease I	447.0802672910826	24.582668692864516
3295Z	Bacteria	Domain of unknown function (DUF4469) with IG-like fold	44.24133373371122	12.964402284612156
COG2207	Bacteria	helix_turn_helix, arabinose operon control protein	3042.8283645243137	3809.9965360458855
COG1480	Bacteria	7TM receptor with intracellular HD hydrolase	28.102357465904834	68.10735854650939
COG0008	Bacteria	Catalyzes the attachment of glutamate to tRNA(Glu) in a two-step reaction glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu)	762.1442336172607	1105.980455537084
COG1519	Bacteria	transferase	66.4657564353933	73.15725189763276
COG3579	Bacteria	aminopeptidase	594.6440829210898	156.52041356667036
COG3509	Bacteria	Carbohydrate family 9 binding domain-like	82.86435708567758	82.43227238936318
COG1680	Bacteria	Beta-lactamase	229.1615108123405	189.64359498181705
COG0663	Bacteria	acetyltransferase	129.28544512160127	335.2527973753325
COG0006	Bacteria	peptidase M24	566.9103946415481	648.7109652264965
COG0776	Bacteria	DNA-binding protein	1080.4563313317933	979.771706329003
32VSS	Bacteria	-	22.0888715015111	0
COG0182	Bacteria	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)	44.71653968206181	44.17797544197952
COG0828	Bacteria	Belongs to the bacterial ribosomal protein bS21 family	67.11594946060981	226.64359184088158
COG1544	Bacteria	Ribosomal subunit interface protein	284.7616581044562	115.03957964073128
COG0050	Bacteria	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	510.4298529717804	342.37214671188804
COG0690	Bacteria	Essential subunit of the Sec protein translocation channel SecYEG. Clamps together the 2 halves of SecY. May contact the channel plug during translocation	412.6461147020603	221.90924903649605
COG0250	Bacteria	Participates in transcription elongation, termination and antitermination	737.4894719462443	478.06987107994064
COG0080	Bacteria	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors	365.227603704565	256.5469782933466
COG0081	Bacteria	Binds directly to 23S rRNA. The L1 stalk is quite mobile in the ribosome, and is involved in E site tRNA release	442.0799538897355	282.0143974487427
COG0244	Bacteria	Forms part of the ribosomal stalk, playing a central role in the interaction of the ribosome with GTP-bound translation factors	356.8795997720076	276.61914177188794
COG0222	Bacteria	Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors. Is thus essential for accurate translation	365.9803395776533	275.9770004314324
COG0085	Bacteria	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	601.3164285479231	621.7824093094218
COG0086	Bacteria	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	758.6717093947806	544.5875045771154
COG3568	Bacteria	Endonuclease/Exonuclease/phosphatase family	297.4008544690795	188.054681297074
COG4191	Bacteria	Protein of unknown function (DUF3467)	284.5641994874102	177.19044993015197
COG0078	Bacteria	Belongs to the ATCase OTCase family	376.1238601813896	709.96960990996
COG2205	Bacteria	PAS domain	2317.9279325209523	4187.403856178577
COG0014	Bacteria	Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5- carboxylate	199.7102505779533	323.34680263061693
COG0263	Bacteria	Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate	209.25569040927556	343.4212962808223
COG0365	Bacteria	AMP-binding enzyme C-terminal domain	42.370833326111054	51.56448284015803
COG3506	Bacteria	Protein of unknown function (DUF1349)	23.996940555053513	11.756686877897241
COG1141	Bacteria	4Fe-4S single cluster domain of Ferredoxin I	292.4825081275631	227.4386408974649
COG1012	Bacteria	1-pyrroline-5-carboxylate dehydrogenase	595.2844899826804	290.38457592239234
COG0506	Bacteria	Proline dehydrogenase	40.31929314346675	40.205822058525854
COG0345	Bacteria	Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline	195.99476554689213	317.07143721620713
COG3015	Bacteria	NlpE N-terminal domain	64.0223749121537	40.587108973684074
COG0823	Bacteria	Dipeptidyl peptidase IV (DPP IV) N-terminal region	507.68563577907804	342.80465879726154
COG0545	Bacteria	Peptidyl-prolyl cis-trans isomerase	263.85831638703934	135.16649195025983
2ZCAQ	Bacteria	COG NOG23385 non supervised orthologous group	30.741690020917755	31.63465310146318
33KST	Bacteria	-	25.929374600803335	0
COG1506	Bacteria	Carboxylesterase family	278.6459011654044	271.0703950284065
330M9	Bacteria	Domain of unknown function (DUF4251)	22.0888715015111	26.33236879216526
COG1242	Bacteria	radical SAM protein	91.12897607749134	103.37449344581148
COG0320	Bacteria	Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives	25.73582166558429	34.072477750956075
COG1443	Bacteria	Psort location CytoplasmicMembrane, score 10.00	58.275905889537114	161.36509911912572
COG0622	Bacteria	Phosphoesterase	496.3210820616857	561.3532945503939
COG0855	Bacteria	Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP)	411.47025136778285	409.7785064999126
COG0313	Bacteria	Methyltransferase	486.06609647643666	426.9911960587303
COG0110	Bacteria	Bacterial transferase hexapeptide repeat	605.9488387921381	653.3065679160488
COG0534	Bacteria	Psort location CytoplasmicMembrane, score 10.00	4497.908126136362	6521.7859685342655
33GYI	Bacteria	Psort location Cytoplasmic, score 8.96	22.0888715015111	18.226173043590634
COG0564	Bacteria	RNA pseudouridylate synthase	1370.437863136847	1321.6748956524966
2ZC4W	Bacteria	Psort location Cytoplasmic, score 8.96	22.0888715015111	16.41469633132151
COG0454	Bacteria	Acetyltransferase, gnat family	147.92460426535334	153.69570226268937
COG1670	Bacteria	Acetyltransferase (GNAT) domain	904.8667056803038	1258.856290583134
COG1090	Bacteria	Domain of unknown function (DUF1731)	22.0888715015111	22.79834330628117
COG3620	Bacteria	Helix-turn-helix domain	72.6152806716311	199.1381347414209
COG1853	Bacteria	Flavin reductase like domain	319.0897193251385	390.0719054732879
COG0716	Bacteria	Flavodoxin	709.6486585361189	863.2672713429237
COG1063	Bacteria	COG1063 Threonine dehydrogenase and related Zn-dependent	544.7689152591456	500.35707486338396
COG0582	Bacteria	Belongs to the 'phage' integrase family	2284.17334234858	4253.151527763377
2Z86V	Bacteria	COG NOG09947 non supervised orthologous group	105.52225333539782	214.60769516684758
33W11	Bacteria	Protein of unknown function (DUF4099)	22.289084272416957	16.853469428409497
COG0550	Bacteria	COG0550 Topoisomerase IA	1622.5041080759254	2113.504218964556
343PH	Bacteria	-	22.289084272416957	17.734347590790836
344ZG	Bacteria	-	22.289084272416957	24.342389033355396
2Z8BB	Bacteria	PRTRC system protein E	58.718154548070366	36.609418802960036
33B33	Bacteria	PRTRC system protein C	58.718154548070366	26.12622939756294
33QMB	Bacteria	Psort location Cytoplasmic, score 8.96	50.89352016875086	51.12666521193802
2ZANB	Bacteria	PRTRC system protein B	57.22714903299328	21.440553814001397
COG0476	Bacteria	PRTRC system ThiF family protein	152.00873621769557	182.24239658993926
COG1432	Bacteria	OST-HTH/LOTUS domain	76.81038593358946	77.00150781152449
33VZP	Bacteria	Psort location Cytoplasmic, score 8.96	28.502892401033375	20.162265918260427
33WJZ	Bacteria	Psort location Cytoplasmic, score 8.96	28.502892401033375	9.28914365627724
